gene	length	CF1	CF2	CH1	CH2
ENSGALG00000017414	3093	2520	2858	2534	2753
ENSGALG00000027462	1951	727	687	691	647
ENSGALG00000025764	3539	1420	1642	1284	1475
ENSGALG00000003651	1799	714	864	663	733
ENSGALG00000003624	4578	1416	1286	1455	1176
ENSGALG00000003536	2072	862	790	853	734
ENSGALG00000003464	1905	33	42	40	45
ENSGALG00000003457	2766	483	487	476	444
ENSGALG00000003449	5500	3985	4269	3926	3728
ENSGALG00000028971	510	465	514	479	502
ENSGALG00000003403	1458	221	319	207	272
ENSGALG00000023821	2277	14	8	15	11
ENSGALG00000003369	2197	1504	1706	1496	1582
ENSGALG00000023819	539	35	55	36	43
ENSGALG00000023818	532	187	238	127	163
ENSGALG00000003359	1266	1483	1495	1460	1440
ENSGALG00000011485	619	10	5	11	6
ENSGALG00000003345	3769	498	539	445	522
ENSGALG00000003333	1804	93	82	83	81
ENSGALG00000003282	2852	1312	1463	1274	1337
ENSGALG00000003267	4446	2174	2252	2131	2147
ENSGALG00000003261	1858	45	41	49	65
ENSGALG00000003256	3757	682	813	710	740
ENSGALG00000027429	644	15	22	19	14
ENSGALG00000028866	809	202	203	223	200
ENSGALG00000003199	2125	2257	2247	2085	1991
ENSGALG00000019741	1184	736	748	711	657
ENSGALG00000003150	1800	2546	2740	2450	2526
ENSGALG00000023786	2606	115	134	124	129
ENSGALG00000025979	1063	0	0	0	0
ENSGALG00000028519	1051	0	0	0	0
ENSGALG00000003123	4139	248	250	200	189
ENSGALG00000003068	2927	350	341	314	305
ENSGALG00000024449	852	133	143	94	99
ENSGALG00000002986	5768	425	479	417	488
ENSGALG00000002973	1854	1290	1205	1193	1206
ENSGALG00000002937	2522	6061	6336	5706	5702
ENSGALG00000002880	2391	889	980	842	875
ENSGALG00000002856	1701	820	927	827	846
ENSGALG00000002837	477	13029	12865	12252	12689
ENSGALG00000002832	973	82	94	83	103
ENSGALG00000002823	956	20	12	24	16
ENSGALG00000002818	5354	1924	2060	1722	1720
ENSGALG00000002804	728	5	9	12	12
ENSGALG00000002781	5582	4203	4255	4208	3797
ENSGALG00000002765	2808	2282	2406	2244	2077
ENSGALG00000027448	64	0	0	0	0
ENSGALG00000002740	2279	249	254	229	212
ENSGALG00000028029	981	7	11	9	6
ENSGALG00000014067	965	1356	1427	1198	1229
ENSGALG00000028851	1020	738	806	785	732
ENSGALG00000000307	2040	482	602	449	449
ENSGALG00000000327	11561	10086	11516	12261	11236
ENSGALG00000000377	2438	16246	16437	15867	15307
ENSGALG00000000470	1956	5440	5700	4931	4915
ENSGALG00000000722	1649	1	2	2	4
ENSGALG00000027354	1308	8	5	7	7
ENSGALG00000001830	6134	39162	43075	38850	40606
ENSGALG00000001773	3768	244	216	248	219
ENSGALG00000001749	6707	657	830	639	747
ENSGALG00000021679	1135	2311	2453	2208	2329
ENSGALG00000001093	4788	5135	5377	4880	4958
ENSGALG00000021972	1290	1120	1222	985	1039
ENSGALG00000001328	2129	8063	8319	7112	7230
ENSGALG00000027497	996	84	95	79	103
ENSGALG00000002672	6290	542	575	509	547
ENSGALG00000002969	6747	2581	2634	2634	2378
ENSGALG00000003371	4431	790	759	828	807
ENSGALG00000027301	2984	6	6	6	5
ENSGALG00000003717	6216	1613	1602	1590	1492
ENSGALG00000004048	4675	4907	5446	5012	4913
ENSGALG00000004091	6225	1876	1850	1913	1683
ENSGALG00000001978	3389	1348	1457	1382	1366
ENSGALG00000000238	2819	448	477	384	362
ENSGALG00000026177	72	0	0	0	0
ENSGALG00000000337	738	11	12	11	9
ENSGALG00000000352	2343	1308	1408	1247	1301
ENSGALG00000000406	1099	1	4	3	0
ENSGALG00000000407	1656	35	51	39	28
ENSGALG00000000408	1307	3481	3682	3045	3085
ENSGALG00000000430	5483	1709	1678	1625	1589
ENSGALG00000000458	3294	152	189	149	151
ENSGALG00000028937	389	496	560	431	498
ENSGALG00000000474	227	3522	3691	3346	3296
ENSGALG00000000490	3178	2722	2772	2727	2584
ENSGALG00000000558	1962	2	1	4	5
ENSGALG00000000577	3268	3063	3060	2924	2832
ENSGALG00000026541	3460	8	11	11	8
ENSGALG00000027742	2468	3	2	2	4
ENSGALG00000021692	515	1274	1388	1211	1345
ENSGALG00000021693	698	6	5	6	5
ENSGALG00000000589	1885	33	15	28	13
ENSGALG00000000599	852	82	77	52	63
ENSGALG00000000613	3459	5214	5372	5089	5091
ENSGALG00000000619	2972	402	459	312	360
ENSGALG00000000621	3234	265	251	174	215
ENSGALG00000026845	1633	7	11	8	11
ENSGALG00000024398	1190	3620	4136	3400	3911
ENSGALG00000000629	611	465	508	461	461
ENSGALG00000021688	857	140	148	122	146
ENSGALG00000026161	1402	22	35	28	34
ENSGALG00000028044	1419	2	1	4	1
ENSGALG00000026844	260	2	0	2	0
ENSGALG00000024395	596	65	80	89	68
ENSGALG00000000726	2775	3570	3544	3449	3265
ENSGALG00000000736	1440	8	12	4	6
ENSGALG00000028021	1102	0	0	0	0
ENSGALG00000013431	1161	0	1	0	0
ENSGALG00000027961	4063	26	24	31	32
ENSGALG00000027611	600	744	820	707	767
ENSGALG00000000740	2361	478	507	477	492
ENSGALG00000000748	3749	209	267	258	249
ENSGALG00000000784	2055	513	540	479	500
ENSGALG00000024391	2389	1683	1876	1692	1744
ENSGALG00000027241	1243	93	106	78	106
ENSGALG00000027838	1702	683	823	714	731
ENSGALG00000000795	1857	159	153	179	167
ENSGALG00000002085	3087	1563	1605	1539	1527
ENSGALG00000022149	1052	400	454	367	434
ENSGALG00000017524	1091	598	711	635	696
ENSGALG00000026462	5211	1	0	1	2
ENSGALG00000012984	5487	3	7	9	6
ENSGALG00000026834	890	419	442	475	460
ENSGALG00000029174	3171	2048	2191	1950	1955
ENSGALG00000003238	1027	1085	1144	1049	1039
ENSGALG00000013378	1579	0	0	0	2
ENSGALG00000013371	1138	6	5	8	9
ENSGALG00000013369	1704	709	857	690	750
ENSGALG00000027147	992	6	13	8	2
ENSGALG00000026716	1766	372	462	380	426
ENSGALG00000012860	1158	224	295	220	223
ENSGALG00000026847	1501	778	838	758	741
ENSGALG00000013365	2766	4081	4261	3946	3758
ENSGALG00000001948	3244	3397	3495	3355	3238
ENSGALG00000025550	80	8	5	8	5
ENSGALG00000025907	1178	129	137	163	137
ENSGALG00000001836	4253	686	791	739	701
ENSGALG00000025600	71	0	0	0	0
ENSGALG00000027936	3289	1177	1208	1178	1205
ENSGALG00000025751	979	170	199	188	172
ENSGALG00000001812	5071	340	311	294	252
ENSGALG00000001806	1135	1	2	2	2
ENSGALG00000027626	1006	14	10	15	17
ENSGALG00000021647	599	4	6	5	10
ENSGALG00000001800	2001	934	1050	1002	947
ENSGALG00000024381	1822	0	0	1	3
ENSGALG00000001596	2545	2256	2192	2221	2043
ENSGALG00000001592	1400	1	0	3	0
ENSGALG00000001580	2724	23498	24391	22842	22528
ENSGALG00000024378	1477	200	242	201	241
ENSGALG00000001571	3709	39	43	45	34
ENSGALG00000001544	4196	522	536	564	537
ENSGALG00000026759	112	2	4	2	3
ENSGALG00000001486	2407	3	6	8	6
ENSGALG00000001440	1112	0	1	0	0
ENSGALG00000001414	2528	0	0	0	0
ENSGALG00000000803	1028	0	0	1	1
ENSGALG00000000806	2139	23	32	14	14
ENSGALG00000000807	218	0	0	0	0
ENSGALG00000000810	1305	3	0	6	3
ENSGALG00000000812	1612	6599	6733	6377	5966
ENSGALG00000000819	786	12	16	5	12
ENSGALG00000024368	2831	9	19	10	7
ENSGALG00000000835	2635	1287	1354	1302	1262
ENSGALG00000024367	783	0	0	0	0
ENSGALG00000000843	5618	1142	1248	1137	1049
ENSGALG00000000996	5423	3356	3353	3192	3144
ENSGALG00000010442	1143	901	1019	792	919
ENSGALG00000026204	1012	24	13	16	19
ENSGALG00000003845	1231	301	297	324	296
ENSGALG00000001019	898	377	409	372	389
ENSGALG00000027457	1318	0	3	5	2
ENSGALG00000027540	1673	1127	1169	1110	1096
ENSGALG00000001030	1374	684	625	588	631
ENSGALG00000001035	1444	23	17	14	30
ENSGALG00000014589	1457	3100	3381	2946	3228
ENSGALG00000018810	1846	1656	1804	1672	1839
ENSGALG00000021777	75	0	0	0	1
ENSGALG00000001043	3771	1365	1450	1274	1299
ENSGALG00000025382	108	49	58	51	54
ENSGALG00000001084	3754	30	40	46	48
ENSGALG00000028081	1343	4	8	8	1
ENSGALG00000024355	641	1267	1394	1258	1274
ENSGALG00000001096	460	1288	1398	1286	1233
ENSGALG00000001101	2160	6786	6798	6138	6072
ENSGALG00000001106	1318	213	213	211	214
ENSGALG00000025530	83	0	0	0	0
ENSGALG00000001108	1777	544	548	509	504
ENSGALG00000001121	1350	2157	2177	2015	2052
ENSGALG00000001126	2974	2379	2590	2295	2170
ENSGALG00000001146	1444	197	195	179	149
ENSGALG00000027068	2266	5775	6100	5617	5535
ENSGALG00000027587	970	3	3	3	4
ENSGALG00000001171	2651	236	288	202	237
ENSGALG00000001235	3830	20	22	12	18
ENSGALG00000001245	1254	965	1119	941	1004
ENSGALG00000001252	1492	15	22	15	16
ENSGALG00000001267	1587	1221	1348	1207	1275
ENSGALG00000001273	1258	6	9	8	7
ENSGALG00000001289	2958	155	183	131	163
ENSGALG00000001317	2674	1732	1816	1664	1703
ENSGALG00000028341	1399	14	15	13	12
ENSGALG00000026780	1788	163	216	187	163
ENSGALG00000024332	1537	734	719	709	682
ENSGALG00000001342	2649	80	67	56	62
ENSGALG00000001377	4353	1757	2088	1823	1824
ENSGALG00000001385	534	22	21	18	21
ENSGALG00000001399	3327	1217	1280	1220	1192
ENSGALG00000026055	1169	95	134	94	103
ENSGALG00000001898	3752	26	40	36	29
ENSGALG00000001962	4524	15211	15520	15146	14381
ENSGALG00000001969	2119	190	225	175	182
ENSGALG00000026376	71	0	0	0	0
ENSGALG00000026231	1742	814	949	684	844
ENSGALG00000021637	2192	1284	1390	1291	1363
ENSGALG00000026241	2926	266	293	265	326
ENSGALG00000002029	2170	1182	1192	1074	1096
ENSGALG00000026711	108	0	0	0	1
ENSGALG00000002453	6998	28	23	22	26
ENSGALG00000027777	863	327	355	284	304
ENSGALG00000002559	3979	163	198	134	137
ENSGALG00000002591	959	1805	2040	1790	1857
ENSGALG00000002595	354	483	554	475	508
ENSGALG00000012225	4485	23347	23739	22542	21256
ENSGALG00000026122	190	0	0	0	0
ENSGALG00000015203	1621	161	193	130	142
ENSGALG00000009709	2513	1141	1199	1176	1162
ENSGALG00000009703	780	938	1067	893	1081
ENSGALG00000028861	675	38	36	44	36
ENSGALG00000015200	1239	2105	2347	2095	2136
ENSGALG00000015195	453	8310	9330	7972	8333
ENSGALG00000027821	4918	1	5	5	3
ENSGALG00000015192	1161	1	4	4	4
ENSGALG00000025505	96	0	0	0	0
ENSGALG00000028458	952	318	381	328	341
ENSGALG00000026384	1881	5	4	2	2
ENSGALG00000024298	1415	0	1	0	0
ENSGALG00000029167	5406	3377	3726	3353	3582
ENSGALG00000020582	1120	123	183	136	140
ENSGALG00000026955	619	25	40	31	32
ENSGALG00000027203	1180	5	5	8	7
ENSGALG00000027224	2647	2357	2570	2406	2538
ENSGALG00000021884	800	11	9	7	17
ENSGALG00000002928	5838	2818	2952	2650	2709
ENSGALG00000003000	2865	1012	1084	1023	947
ENSGALG00000029015	1395	1	0	0	0
ENSGALG00000026563	1776	6	5	0	3
ENSGALG00000028850	4850	513	488	491	416
ENSGALG00000027375	2192	0	0	0	0
ENSGALG00000014581	1466	373	380	355	327
ENSGALG00000025766	1012	7	5	1	6
ENSGALG00000024292	1724	2	2	2	2
ENSGALG00000025443	72	0	0	0	0
ENSGALG00000025492	83	0	0	0	0
ENSGALG00000021722	89	0	0	0	0
ENSGALG00000025809	2055	458	531	467	533
ENSGALG00000002621	1871	83	91	86	95
ENSGALG00000003024	1485	1312	1328	1225	1221
ENSGALG00000003047	3505	2595	2532	2303	2140
ENSGALG00000003058	3624	30	36	27	38
ENSGALG00000003074	3865	1142	1224	1019	1090
ENSGALG00000003130	2752	1192	1321	1151	1116
ENSGALG00000003153	1281	2859	3164	2726	2806
ENSGALG00000003160	1295	71	112	67	101
ENSGALG00000003161	1395	88	115	79	102
ENSGALG00000003220	5751	6661	6937	6749	6366
ENSGALG00000021626	287	2	5	6	4
ENSGALG00000003283	2305	39	26	39	28
ENSGALG00000003304	2160	415	464	425	419
ENSGALG00000021620	1074	22	21	55	43
ENSGALG00000026146	1246	118	119	164	161
ENSGALG00000021619	1950	239	306	256	275
ENSGALG00000003357	2019	966	1053	1026	1087
ENSGALG00000024273	936	124	153	151	124
ENSGALG00000003385	1692	2984	3320	2881	2930
ENSGALG00000028269	2169	24	22	16	23
ENSGALG00000028984	643	238	325	284	282
ENSGALG00000003389	1757	43	55	39	33
ENSGALG00000003428	2819	1714	1701	1671	1606
ENSGALG00000003499	4315	466	448	392	476
ENSGALG00000003527	2031	232	261	230	222
ENSGALG00000024264	1460	2	0	1	1
ENSGALG00000003561	3965	172	192	195	184
ENSGALG00000027696	2975	510	656	524	537
ENSGALG00000003572	3508	682	691	657	606
ENSGALG00000003579	6651	1278	1183	1276	1246
ENSGALG00000003703	2175	661	711	683	604
ENSGALG00000003727	1077	962	987	1009	887
ENSGALG00000028479	511	192	209	195	186
ENSGALG00000003742	5490	3979	4169	4006	3588
ENSGALG00000021610	1011	85	101	108	70
ENSGALG00000003771	3954	853	786	800	724
ENSGALG00000003778	2787	853	785	816	734
ENSGALG00000027005	111	1	0	0	0
ENSGALG00000027132	2781	448	440	423	386
ENSGALG00000003794	3843	1293	1384	1278	1359
ENSGALG00000003824	4391	4008	4433	4083	4149
ENSGALG00000021883	1910	256	218	232	208
ENSGALG00000003914	1272	27	36	32	33
ENSGALG00000021601	2759	738	775	724	700
ENSGALG00000003939	2167	115	112	139	122
ENSGALG00000003959	5999	4351	4577	4344	4114
ENSGALG00000003978	1071	14	10	6	12
ENSGALG00000002563	968	2732	2982	2678	3022
ENSGALG00000028787	200	0	0	0	0
ENSGALG00000028274	111	0	0	0	0
ENSGALG00000004132	3076	5517	5835	5408	5220
ENSGALG00000004157	1361	68	47	81	78
ENSGALG00000026850	2468	676	659	680	625
ENSGALG00000004168	2050	1316	1455	1314	1316
ENSGALG00000018314	96	0	0	0	0
ENSGALG00000004200	4517	1547	1492	1603	1366
ENSGALG00000004252	1253	10	10	6	9
ENSGALG00000004263	1322	1960	2012	1860	1813
ENSGALG00000004266	1560	1134	1121	1091	1105
ENSGALG00000028768	1102	9	7	8	9
ENSGALG00000026156	108	1	0	1	1
ENSGALG00000026630	108	0	1	1	0
ENSGALG00000001998	1431	365	336	403	352
ENSGALG00000024406	1473	0	0	0	0
ENSGALG00000028894	2198	0	0	0	0
ENSGALG00000009103	6428	12	19	11	11
ENSGALG00000022234	1526	1593	257	1822	298
ENSGALG00000026046	3426	1	0	2	1
ENSGALG00000027503	2329	0	0	0	0
ENSGALG00000009220	882	0	0	0	0
ENSGALG00000024408	1791	0	0	0	0
ENSGALG00000024405	1477	0	0	0	0
ENSGALG00000027106	1172	2	0	1	0
ENSGALG00000009118	2358	0	0	0	0
ENSGALG00000026051	1579	0	0	0	0
ENSGALG00000027642	1152	1	2	0	0
ENSGALG00000027253	1594	1	0	0	2
ENSGALG00000028182	2180	104	107	109	97
ENSGALG00000029178	2482	869	1017	900	950
ENSGALG00000013384	3240	3050	3317	3070	3085
ENSGALG00000024020	556	4	14	9	7
ENSGALG00000002258	456	0	0	0	0
ENSGALG00000027097	3907	369	372	275	288
ENSGALG00000027906	3736	1123	1458	1119	1378
ENSGALG00000025880	588	2	15	9	15
ENSGALG00000028068	93	0	0	0	0
ENSGALG00000027358	876	0	1	0	1
ENSGALG00000027396	3922	0	2	1	2
ENSGALG00000028919	1417	353	356	333	292
ENSGALG00000027235	852	1654	1578	1579	1453
ENSGALG00000026211	69	8	3	3	9
ENSGALG00000028557	68	1	3	2	3
ENSGALG00000027828	66	9	3	0	3
ENSGALG00000026128	824	0	0	0	0
ENSGALG00000025965	1557	0	0	0	0
ENSGALG00000022110	721	2	4	2	9
ENSGALG00000022202	419	181	148	174	148
ENSGALG00000022430	1112	366	402	380	375
ENSGALG00000022404	1034	114	95	119	125
ENSGALG00000028036	453	0	0	0	0
ENSGALG00000026510	1833	14	8	15	11
ENSGALG00000022316	1113	10	11	6	8
ENSGALG00000025942	1386	0	1	2	0
ENSGALG00000000065	1461	2453	2609	2314	2476
ENSGALG00000028285	852	102	101	96	91
ENSGALG00000000041	2546	4097	4165	3815	3748
ENSGALG00000028452	1368	1	0	3	0
ENSGALG00000026344	689	0	0	0	0
ENSGALG00000017781	982	0	4	4	4
ENSGALG00000027675	944	1	0	0	1
ENSGALG00000028401	2404	1490	1654	1469	1556
ENSGALG00000026569	101	0	0	0	0
ENSGALG00000028028	1258	246	281	262	307
ENSGALG00000028997	3730	2331	2556	2225	2327
ENSGALG00000026979	2381	238	286	263	257
ENSGALG00000022209	753	4	0	3	1
ENSGALG00000014634	2762	37	76	49	56
ENSGALG00000027798	996	812	951	844	849
ENSGALG00000027222	1491	374	422	370	386
ENSGALG00000018934	2452	86	105	101	92
ENSGALG00000027267	3316	656	679	810	972
ENSGALG00000028161	1141	19	25	22	27
ENSGALG00000027089	1715	502	590	533	505
ENSGALG00000028826	1758	54	50	48	60
ENSGALG00000001064	2562	1728	1948	1609	1671
ENSGALG00000026419	6685	974	998	961	870
ENSGALG00000026562	1404	139	178	176	161
ENSGALG00000025928	2911	3	1	5	3
ENSGALG00000028431	613	2	6	2	7
ENSGALG00000027694	1512	46	41	10	10
ENSGALG00000014150	3780	13	13	2	2
ENSGALG00000011585	815	2	0	2	1
ENSGALG00000013482	1147	14	16	17	21
ENSGALG00000010952	914	827	872	828	846
ENSGALG00000027836	2760	177	205	321	247
ENSGALG00000009600	2071	300	369	251	297
ENSGALG00000028690	767	148	130	144	101
ENSGALG00000026662	2877	233	248	229	261
ENSGALG00000013827	539	376	418	355	368
ENSGALG00000028404	1099	37	33	24	24
ENSGALG00000027294	929	1452	1820	1241	1355
ENSGALG00000028110	3045	1672	1649	1525	1556
ENSGALG00000028085	3460	6	7	7	10
ENSGALG00000027792	1434	0	0	3	0
ENSGALG00000026377	515	592	594	518	605
ENSGALG00000028337	80	0	0	0	0
ENSGALG00000028276	1072	0	0	0	0
ENSGALG00000013597	1038	2016	2193	1945	2097
ENSGALG00000026752	1755	1587	1681	1521	1642
ENSGALG00000028195	1590	171	201	169	229
ENSGALG00000013542	1986	42	41	33	37
ENSGALG00000009956	6305	4081	4503	4019	4010
ENSGALG00000013271	2044	18	27	24	23
ENSGALG00000027848	5328	158	184	166	148
ENSGALG00000013572	4166	1128	1195	1092	1109
ENSGALG00000013587	4206	3402	3546	3427	3787
ENSGALG00000013588	2053	218	227	188	199
ENSGALG00000026166	5604	77	96	65	87
ENSGALG00000027047	915	0	0	0	0
ENSGALG00000027576	1707	0	0	2	2
ENSGALG00000028755	7017	5557	6125	5651	5744
ENSGALG00000003477	1425	959	1058	917	1012
ENSGALG00000028678	3503	749	820	791	823
ENSGALG00000026108	511	1524	1583	1512	1553
ENSGALG00000026521	887	234	289	277	275
ENSGALG00000027912	781	453	550	485	512
ENSGALG00000027098	524	708	823	741	786
ENSGALG00000026198	1051	323	378	271	266
ENSGALG00000027754	966	1161	1292	1190	1252
ENSGALG00000000140	793	32	42	28	32
ENSGALG00000028686	1064	357	363	329	370
ENSGALG00000018345	109	0	0	3	0
ENSGALG00000018783	1648	1	2	1868	1694
ENSGALG00000022019	771	168	157	192	186
ENSGALG00000026065	1886	387	477	399	457
ENSGALG00000026008	2231	687	769	697	750
ENSGALG00000027725	683	212	259	224	229
ENSGALG00000028972	84	2	2	3	0
ENSGALG00000026730	933	9	7	4	5
ENSGALG00000028932	1365	11477	12418	11112	11327
ENSGALG00000029062	922	664	716	676	697
ENSGALG00000026074	83	0	0	1	0
ENSGALG00000012835	1329	6	17	20	21
ENSGALG00000000194	3012	219	357	505	633
ENSGALG00000018877	324	147	197	179	177
ENSGALG00000028589	1558	19	23	16	17
ENSGALG00000028824	1390	1235	1428	1250	1398
ENSGALG00000026992	2047	2050	2247	2015	1987
ENSGALG00000029153	1850	635	859	656	844
ENSGALG00000026797	1626	678	799	706	817
ENSGALG00000029076	1617	24384	27103	23633	26349
ENSGALG00000025724	1069	0	0	0	0
ENSGALG00000025711	592	1667	1880	1686	1810
ENSGALG00000027582	1555	157	169	163	157
ENSGALG00000026314	405	331	346	259	237
ENSGALG00000029124	1847	151	146	141	122
ENSGALG00000025973	484	305	365	310	336
ENSGALG00000027878	625	172	200	168	203
ENSGALG00000027933	1417	186	223	175	200
ENSGALG00000026147	2310	992	1150	944	1111
ENSGALG00000028630	236	0	0	0	0
ENSGALG00000029179	914	0	0	0	0
ENSGALG00000028784	1508	633	647	622	671
ENSGALG00000028846	2830	2992	3264	3149	3105
ENSGALG00000022438	546	4	2	5	8
ENSGALG00000029154	2762	881	882	888	876
ENSGALG00000029016	895	1249	1413	1209	1285
ENSGALG00000014301	3633	2922	3416	2981	3199
ENSGALG00000027238	1869	2228	2301	2016	1989
ENSGALG00000014303	1209	360	411	327	401
ENSGALG00000022193	654	441	541	464	487
ENSGALG00000028719	1164	393	417	415	435
ENSGALG00000014305	1880	2744	3085	2941	2981
ENSGALG00000026061	65	0	1	0	0
ENSGALG00000025846	677	168	190	155	176
ENSGALG00000025732	1512	367	439	372	363
ENSGALG00000027437	101	0	0	0	0
ENSGALG00000027605	104	0	0	0	0
ENSGALG00000029061	1845	22	23	18	23
ENSGALG00000028752	1174	3	4	3	3
ENSGALG00000029108	109	0	0	0	0
ENSGALG00000029058	1298	45	53	45	49
ENSGALG00000027938	571	25	22	32	22
ENSGALG00000026857	1906	967	979	849	910
ENSGALG00000013483	1075	2090	2337	2085	2107
ENSGALG00000013469	337	670	795	647	747
ENSGALG00000028003	1996	2257	2553	2214	2444
ENSGALG00000028633	711	2	13	5	6
ENSGALG00000026489	901	0	0	0	2
ENSGALG00000018992	745	1919	2205	1869	1994
ENSGALG00000027105	905	16	28	32	30
ENSGALG00000027196	874	258	267	284	250
ENSGALG00000027782	1604	361	470	412	439
ENSGALG00000027099	682	68	75	65	79
ENSGALG00000028533	1230	140	133	128	133
ENSGALG00000028933	1275	1017	1039	984	993
ENSGALG00000026586	1496	118	128	323	316
ENSGALG00000018343	78	0	0	0	0
ENSGALG00000004785	855	154	180	150	142
ENSGALG00000029122	2535	142	138	124	156
ENSGALG00000028433	1750	5	8	7	7
ENSGALG00000029069	1663	17	22	26	20
ENSGALG00000028903	1378	19	23	36	27
ENSGALG00000017760	763	0	1	0	0
ENSGALG00000028618	565	257	255	228	261
ENSGALG00000028057	1166	47	54	35	25
ENSGALG00000028597	1839	1043	1123	1049	1084
ENSGALG00000027108	136	4	5	5	5
ENSGALG00000027729	1263	0	0	1	0
ENSGALG00000026833	2146	1354	1566	1392	1542
ENSGALG00000026788	1489	1	3	0	0
ENSGALG00000027877	502	7	7	3	9
ENSGALG00000027971	1649	0	0	1	0
ENSGALG00000028959	962	11	6	14	8
ENSGALG00000027701	1075	14	23	22	19
ENSGALG00000027890	737	16	5	12	12
ENSGALG00000027361	721	38	36	41	53
ENSGALG00000027958	836	2	2	0	0
ENSGALG00000028899	932	4	0	3	2
ENSGALG00000028229	2743	2	1	4	3
ENSGALG00000027559	1082	43	44	61	35
ENSGALG00000027921	600	1	3	3	7
ENSGALG00000028073	982	0	0	0	0
ENSGALG00000028235	4409	5	7	8	11
ENSGALG00000018816	439	0	1	2	1
ENSGALG00000026740	815	0	0	0	0
ENSGALG00000018703	594	3	5	4	3
ENSGALG00000028509	1591	5	5	5	10
ENSGALG00000027939	742	4	0	2	2
ENSGALG00000026708	2142	7	9	7	5
ENSGALG00000026554	831	43	27	32	46
ENSGALG00000027676	1249	25	21	13	7
ENSGALG00000027340	1036	2	2	2	3
ENSGALG00000014584	1543	59	68	59	54
ENSGALG00000025914	1948	9	0	5	1
ENSGALG00000027141	953	11	0	0	0
ENSGALG00000026905	1179	2	0	1	0
ENSGALG00000026597	1125	7	1	0	2
ENSGALG00000027318	1451	3	2	2	6
ENSGALG00000025908	993	0	0	0	0
ENSGALG00000027964	1006	0	0	0	0
ENSGALG00000022613	623	0	0	0	0
ENSGALG00000028062	708	0	0	2	3
ENSGALG00000011899	1018	35	36	40	29
ENSGALG00000028714	2701	3756	4159	3597	3805
ENSGALG00000029139	1968	10	9	7	11
ENSGALG00000028718	1226	0	0	0	0
ENSGALG00000027092	1455	6	6	3	5
ENSGALG00000001212	851	136	151	157	172
ENSGALG00000029126	847	0	0	0	0
ENSGALG00000027406	614	0	0	0	0
ENSGALG00000027491	631	0	0	2	0
ENSGALG00000026885	745	1	0	0	0
ENSGALG00000027317	703	0	0	0	0
ENSGALG00000027488	1334	6	4	4	3
ENSGALG00000026398	691	3	0	0	3
ENSGALG00000026356	774	1	0	0	0
ENSGALG00000027065	1260	1	1	2	0
ENSGALG00000022280	645	11	6	5	7
ENSGALG00000000915	1260	0	0	0	0
ENSGALG00000014063	745	14	3	4	3
ENSGALG00000028820	1221	148	143	118	137
ENSGALG00000009117	2095	0	0	0	0
ENSGALG00000026451	362	0	0	0	0
ENSGALG00000022295	1288	208	265	241	295
ENSGALG00000028609	602	94	76	99	87
ENSGALG00000027308	9597	2707	3038	3175	2906
ENSGALG00000026186	111	1	0	0	0
ENSGALG00000026208	1108	0	0	0	0
ENSGALG00000026307	785	0	0	0	0
ENSGALG00000028080	595	0	0	0	0
ENSGALG00000013280	746	0	0	0	0
ENSGALG00000022324	1009	1	0	1	0
ENSGALG00000025816	737	0	2	1	2
ENSGALG00000013286	4119	1158	1279	1146	1157
ENSGALG00000018763	2770	802	896	851	875
ENSGALG00000026282	1332	115	104	120	102
ENSGALG00000022582	833	0	0	1	0
ENSGALG00000026587	1688	416	429	490	490
ENSGALG00000026877	801	0	0	0	0
ENSGALG00000014366	3417	4014	3876	3520	3292
ENSGALG00000021951	111	0	3	3	2
ENSGALG00000025993	859	767	794	719	782
ENSGALG00000028532	3240	18	25	10	19
ENSGALG00000009707	1522	59	65	63	62
ENSGALG00000029078	451	0	0	0	0
ENSGALG00000026393	2617	1	0	618	497
ENSGALG00000028631	1577	1	3	2	1
ENSGALG00000026645	296	108	120	75	79
ENSGALG00000022247	611	0	2	0	1
ENSGALG00000027745	655	524	570	476	478
ENSGALG00000027394	67	0	0	0	0
ENSGALG00000026859	106	1	0	0	0
ENSGALG00000028129	2043	228	235	199	219
ENSGALG00000026049	1890	1344	1428	1294	1348
ENSGALG00000028616	4171	36	40	35	54
ENSGALG00000028201	1705	1636	1876	1653	1840
ENSGALG00000028585	909	249	307	271	314
ENSGALG00000027542	592	841	897	914	896
ENSGALG00000025964	1734	366	379	366	357
ENSGALG00000027252	398	0	0	0	1
ENSGALG00000027277	424	1008	1102	970	1062
ENSGALG00000000043	423	502	560	465	528
ENSGALG00000028575	1982	3	5	1	5
ENSGALG00000028845	1142	3	4	7	2
ENSGALG00000028143	982	42	53	51	56
ENSGALG00000022191	483	9	12	15	21
ENSGALG00000028724	829	1137	1128	1097	1045
ENSGALG00000026459	3764	33	57	43	32
ENSGALG00000009754	3031	879	905	825	898
ENSGALG00000029115	4718	636	690	687	704
ENSGALG00000003038	1961	306	354	347	350
ENSGALG00000025673	66	0	0	0	0
ENSGALG00000026530	628	1508	1768	1482	1669
ENSGALG00000029082	106	1	0	1	0
ENSGALG00000028901	110	1	0	1	2
ENSGALG00000026855	1735	12	19	10	9
ENSGALG00000026115	1102	0	0	0	2
ENSGALG00000018509	852	176	195	179	173
ENSGALG00000013439	4225	1627	1764	1615	1652
ENSGALG00000013295	4619	3088	2990	2901	2931
