cluster	chicken_gene
Cluster-82655.0	ENSGALG00000004934
Cluster-82656.0	ENSGALG00000006671
Cluster-82658.0	ENSGALG00000001094
Cluster-82659.0	ENSGALG00000013569
Cluster-82660.0	ENSGALG00000000177
Cluster-82661.0	ENSGALG00000004626
Cluster-82662.0	ENSGALG00000028155
Cluster-82663.0	ENSGALG00000014783
Cluster-82664.0	ENSGALG00000019171
Cluster-82666.0	ENSGALG00000006867
Cluster-82667.0	ENSGALG00000026328
Cluster-82668.0	ENSGALG00000026880
Cluster-82670.0	ENSGALG00000017244
Cluster-82671.0	ENSGALG00000011221
Cluster-82672.0	ENSGALG00000000800
Cluster-82673.0	ENSGALG00000006767
Cluster-82674.0	ENSGALG00000004769
Cluster-82675.0	ENSGALG00000027156
Cluster-82676.0	ENSGALG00000026277
Cluster-82677.0	ENSGALG00000004464
Cluster-82678.0	ENSGALG00000009842
Cluster-82680.0	ENSGALG00000015247
Cluster-82683.0	ENSGALG00000014192
Cluster-82683.2	ENSGALG00000014192
Cluster-82685.0	ENSGALG00000005769
Cluster-82686.0	ENSGALG00000009698
Cluster-82688.0	ENSGALG00000015438
Cluster-82689.0	ENSGALG00000014565
Cluster-82690.0	ENSGALG00000003479
Cluster-82693.0	ENSGALG00000026613
Cluster-82694.0	ENSGALG00000026465
Cluster-82695.0	ENSGALG00000008595
Cluster-82696.0	ENSGALG00000022531
Cluster-82698.0	ENSGALG00000012451
Cluster-82699.0	ENSGALG00000010185
Cluster-82700.0	ENSGALG00000006089
Cluster-82701.0	ENSGALG00000004086
Cluster-82702.0	ENSGALG00000004187
Cluster-82704.0	ENSGALG00000002223
Cluster-82705.0	ENSGALG00000001954
Cluster-82706.0	ENSGALG00000028475
Cluster-82708.0	ENSGALG00000027732
Cluster-82709.0	ENSGALG00000007589
Cluster-82710.0	ENSGALG00000027069
Cluster-82711.0	ENSGALG00000002797
Cluster-82712.0	ENSGALG00000017133
Cluster-82713.0	ENSGALG00000017251
Cluster-82716.0	ENSGALG00000004184
Cluster-82717.0	ENSGALG00000001341
Cluster-82718.0	ENSGALG00000014004
Cluster-82719.0	ENSGALG00000012850
Cluster-82719.1	ENSGALG00000012850
Cluster-82720.0	ENSGALG00000014033
Cluster-82721.0	ENSGALG00000008443
Cluster-82722.0	ENSGALG00000019867
Cluster-82723.0	ENSGALG00000012311
Cluster-82724.0	ENSGALG00000006730
Cluster-82725.0	ENSGALG00000006865
Cluster-82726.0	ENSGALG00000003353
Cluster-82726.1	ENSGALG00000003353
Cluster-82726.2	ENSGALG00000003353
Cluster-82727.0	ENSGALG00000023135
Cluster-82728.0	ENSGALG00000004205
Cluster-82729.0	ENSGALG00000008347
Cluster-8273.0	ENSGALG00000011635
Cluster-82730.0	ENSGALG00000028189
Cluster-82734.0	ENSGALG00000014023
Cluster-82736.0	ENSGALG00000001642
Cluster-82737.0	ENSGALG00000001654
Cluster-82739.0	ENSGALG00000001502
Cluster-82740.0	ENSGALG00000016887
Cluster-82741.0	ENSGALG00000006764
Cluster-82742.0	ENSGALG00000012473
Cluster-82743.0	ENSGALG00000011901
Cluster-82744.0	ENSGALG00000011931
Cluster-82745.0	ENSGALG00000010060
Cluster-82747.0	ENSGALG00000012546
Cluster-82748.0	ENSGALG00000009967
Cluster-82749.0	ENSGALG00000006147
Cluster-82750.0	ENSGALG00000007113
Cluster-82751.0	ENSGALG00000005326
Cluster-82753.0	ENSGALG00000016386
Cluster-82754.0	ENSGALG00000009865
Cluster-82756.0	ENSGALG00000003297
Cluster-82757.0	ENSGALG00000028851
Cluster-82758.0	ENSGALG00000004793
Cluster-82760.0	ENSGALG00000003344
Cluster-82761.0	ENSGALG00000009934
Cluster-82762.0	ENSGALG00000009754
Cluster-82763.0	ENSGALG00000005202
Cluster-82764.0	ENSGALG00000005038
Cluster-82765.0	ENSGALG00000027853
Cluster-82766.0	ENSGALG00000013494
Cluster-82767.0	ENSGALG00000008677
Cluster-82768.0	ENSGALG00000025884
Cluster-82769.0	ENSGALG00000013708
Cluster-82770.0	ENSGALG00000014514
Cluster-82771.0	ENSGALG00000000713
Cluster-82772.0	ENSGALG00000027142
Cluster-82773.0	ENSGALG00000016799
Cluster-82774.0	ENSGALG00000001362
Cluster-82774.1	ENSGALG00000001362
Cluster-82775.0	ENSGALG00000000719
Cluster-82776.0	ENSGALG00000002921
Cluster-82777.0	ENSGALG00000000857
Cluster-82778.0	ENSGALG00000004856
Cluster-82778.1	ENSGALG00000004856
Cluster-82778.3	ENSGALG00000004856
Cluster-82780.0	ENSGALG00000010900
Cluster-82781.0	ENSGALG00000008473
Cluster-82783.0	ENSGALG00000003111
Cluster-82784.0	ENSGALG00000001525
Cluster-82785.0	ENSGALG00000010357
Cluster-82786.0	ENSGALG00000000613
Cluster-82787.0	ENSGALG00000016430
Cluster-82791.0	ENSGALG00000008684
Cluster-82793.0	ENSGALG00000006594
Cluster-82794.0	ENSGALG00000003137
Cluster-82794.1	ENSGALG00000015699
Cluster-82795.0	ENSGALG00000028709
Cluster-82795.1	ENSGALG00000028709
Cluster-82796.0	ENSGALG00000011026
Cluster-82797.0	ENSGALG00000027057
Cluster-82798.0	ENSGALG00000007664
Cluster-82799.0	ENSGALG00000003559
Cluster-8280.0	ENSGALG00000028778
Cluster-82800.0	ENSGALG00000020956
Cluster-82801.0	ENSGALG00000015842
Cluster-82802.0	ENSGALG00000008529
Cluster-82803.0	ENSGALG00000012607
Cluster-82804.0	ENSGALG00000011258
Cluster-82806.0	ENSGALG00000001449
Cluster-82807.0	ENSGALG00000016463
Cluster-82808.0	ENSGALG00000007895
Cluster-82809.0	ENSGALG00000004107
Cluster-82811.0	ENSGALG00000008376
Cluster-82812.0	ENSGALG00000025842
Cluster-82814.0	ENSGALG00000009250
Cluster-82815.0	ENSGALG00000014496
Cluster-82816.0	ENSGALG00000009650
Cluster-82817.0	ENSGALG00000016271
Cluster-82818.0	ENSGALG00000001334
Cluster-82819.0	ENSGALG00000008616
Cluster-82820.0	ENSGALG00000001419
Cluster-82821.0	ENSGALG00000017015
Cluster-82823.0	ENSGALG00000007929
Cluster-82825.0	ENSGALG00000011145
Cluster-82826.0	ENSGALG00000005821
Cluster-82827.0	ENSGALG00000007954
Cluster-82828.0	ENSGALG00000020067
Cluster-82829.0	ENSGALG00000001306
Cluster-82830.0	ENSGALG00000001186
Cluster-82831.0	ENSGALG00000012046
Cluster-82832.0	ENSGALG00000003620
Cluster-82833.0	ENSGALG00000012054
Cluster-82834.0	ENSGALG00000015030
Cluster-82835.0	ENSGALG00000008315
Cluster-82836.0	ENSGALG00000003548
Cluster-82838.0	ENSGALG00000004039
Cluster-82840.0	ENSGALG00000012526
Cluster-82841.0	ENSGALG00000020805
Cluster-82842.0	ENSGALG00000011256
Cluster-82844.0	ENSGALG00000000611
Cluster-82845.0	ENSGALG00000012954
Cluster-82846.0	ENSGALG00000009829
Cluster-82848.0	ENSGALG00000010478
Cluster-82849.0	ENSGALG00000014309
Cluster-82850.0	ENSGALG00000012213
Cluster-82851.0	ENSGALG00000014854
Cluster-82852.0	ENSGALG00000002929
Cluster-82853.0	ENSGALG00000015451
Cluster-82853.2	ENSGALG00000004587
Cluster-82854.0	ENSGALG00000014342
Cluster-82855.0	ENSGALG00000010219
Cluster-82856.0	ENSGALG00000015195
Cluster-82857.0	ENSGALG00000009286
Cluster-82858.0	ENSGALG00000000040
Cluster-82860.0	ENSGALG00000005206
Cluster-82863.0	ENSGALG00000006305
Cluster-82864.0	ENSGALG00000023577
Cluster-82865.0	ENSGALG00000003912
Cluster-82866.0	ENSGALG00000001392
Cluster-82867.0	ENSGALG00000002469
Cluster-82868.0	ENSGALG00000026600
Cluster-82869.0	ENSGALG00000023189
Cluster-82870.0	ENSGALG00000004325
Cluster-82872.0	ENSGALG00000012488
Cluster-82873.0	ENSGALG00000028580
Cluster-82874.0	ENSGALG00000026757
Cluster-82875.0	ENSGALG00000015138
Cluster-82879.0	ENSGALG00000008399
Cluster-82880.0	ENSGALG00000011311
Cluster-82881.0	ENSGALG00000029102
Cluster-82882.0	ENSGALG00000006264
Cluster-82883.0	ENSGALG00000018810
Cluster-82883.1	ENSGALG00000006420
Cluster-82884.0	ENSGALG00000008403
Cluster-82889.0	ENSGALG00000016896
Cluster-8289.0	ENSGALG00000005601
Cluster-82890.0	ENSGALG00000001691
Cluster-82891.0	ENSGALG00000010284
Cluster-82893.0	ENSGALG00000018992
Cluster-82893.1	ENSGALG00000018992
Cluster-82895.0	ENSGALG00000010827
Cluster-82896.0	ENSGALG00000004736
Cluster-82897.0	ENSGALG00000021253
Cluster-82898.0	ENSGALG00000010395
Cluster-829.0	ENSGALG00000003952
Cluster-829.1	ENSGALG00000003952
Cluster-82901.0	ENSGALG00000015339
Cluster-82902.0	ENSGALG00000025811
Cluster-82903.0	ENSGALG00000013572
Cluster-82904.0	ENSGALG00000002624
Cluster-82906.0	ENSGALG00000017119
Cluster-82908.0	ENSGALG00000004143
Cluster-82909.0	ENSGALG00000026539
Cluster-82910.0	ENSGALG00000000454
Cluster-82912.0	ENSGALG00000014343
Cluster-82913.0	ENSGALG00000016425
Cluster-82914.0	ENSGALG00000008382
Cluster-82915.0	ENSGALG00000028530
Cluster-82917.0	ENSGALG00000015877
Cluster-82918.0	ENSGALG00000002489
Cluster-82919.0	ENSGALG00000002262
Cluster-82920.0	ENSGALG00000009476
Cluster-82921.0	ENSGALG00000007131
Cluster-82922.0	ENSGALG00000003193
Cluster-82923.0	ENSGALG00000005198
Cluster-82924.0	ENSGALG00000005426
Cluster-82925.0	ENSGALG00000013506
Cluster-82926.0	ENSGALG00000008018
Cluster-82927.0	ENSGALG00000026957
Cluster-82928.0	ENSGALG00000007058
Cluster-82929.0	ENSGALG00000009421
Cluster-82930.0	ENSGALG00000003170
Cluster-82931.0	ENSGALG00000004583
Cluster-82932.0	ENSGALG00000000812
Cluster-82933.0	ENSGALG00000006569
Cluster-82934.0	ENSGALG00000009677
Cluster-82935.0	ENSGALG00000008095
Cluster-82936.0	ENSGALG00000001758
Cluster-82937.0	ENSGALG00000012027
Cluster-82938.0	ENSGALG00000027440
Cluster-82939.0	ENSGALG00000002988
Cluster-82940.0	ENSGALG00000006461
Cluster-82942.0	ENSGALG00000002672
Cluster-82943.0	ENSGALG00000015792
Cluster-82944.0	ENSGALG00000005357
Cluster-82946.0	ENSGALG00000024261
Cluster-82947.0	ENSGALG00000004707
Cluster-82948.0	ENSGALG00000013811
Cluster-82949.0	ENSGALG00000007046
Cluster-82950.0	ENSGALG00000005393
Cluster-82951.0	ENSGALG00000009835
Cluster-82952.0	ENSGALG00000023683
Cluster-82953.0	ENSGALG00000008658
Cluster-82954.0	ENSGALG00000005414
Cluster-82955.0	ENSGALG00000012003
Cluster-82956.0	ENSGALG00000016379
Cluster-82958.0	ENSGALG00000001103
Cluster-82959.0	ENSGALG00000007494
Cluster-82960.0	ENSGALG00000000726
Cluster-82961.0	ENSGALG00000010746
Cluster-82962.0	ENSGALG00000028267
Cluster-82963.0	ENSGALG00000012363
Cluster-82964.0	ENSGALG00000004719
Cluster-82965.0	ENSGALG00000003969
Cluster-82966.0	ENSGALG00000009608
Cluster-82967.0	ENSGALG00000009772
Cluster-82968.0	ENSGALG00000009303
Cluster-82969.0	ENSGALG00000013919
Cluster-82970.0	ENSGALG00000014490
Cluster-82972.0	ENSGALG00000015249
Cluster-82973.0	ENSGALG00000008530
Cluster-82974.0	ENSGALG00000004620
Cluster-82975.0	ENSGALG00000000410
Cluster-82977.0	ENSGALG00000002894
Cluster-82978.0	ENSGALG00000011570
Cluster-82979.0	ENSGALG00000004329
Cluster-82980.0	ENSGALG00000005210
Cluster-82981.0	ENSGALG00000007227
Cluster-82982.0	ENSGALG00000001024
Cluster-82983.0	ENSGALG00000000011
Cluster-82984.0	ENSGALG00000008648
Cluster-82985.0	ENSGALG00000011581
Cluster-82985.1	ENSGALG00000011300
Cluster-82986.0	ENSGALG00000013167
Cluster-82988.0	ENSGALG00000007462
Cluster-82988.1	ENSGALG00000007462
Cluster-82988.2	ENSGALG00000001101
Cluster-82989.0	ENSGALG00000017009
Cluster-82990.0	ENSGALG00000006808
Cluster-82991.0	ENSGALG00000026634
Cluster-82992.0	ENSGALG00000013224
Cluster-82994.0	ENSGALG00000008787
Cluster-82995.0	ENSGALG00000014582
Cluster-82996.0	ENSGALG00000000489
Cluster-82997.0	ENSGALG00000003522
Cluster-82998.0	ENSGALG00000004108
Cluster-83000.0	ENSGALG00000007331
Cluster-83001.0	ENSGALG00000026838
Cluster-83002.0	ENSGALG00000013204
Cluster-83003.0	ENSGALG00000002200
Cluster-83004.0	ENSGALG00000016764
Cluster-83005.0	ENSGALG00000021475
Cluster-83007.0	ENSGALG00000012013
Cluster-83008.0	ENSGALG00000003602
Cluster-83008.1	ENSGALG00000003602
Cluster-83010.0	ENSGALG00000028342
Cluster-83011.0	ENSGALG00000008054
Cluster-83012.0	ENSGALG00000012138
Cluster-83014.0	ENSGALG00000003180
Cluster-83015.0	ENSGALG00000014155
Cluster-83016.0	ENSGALG00000002363
Cluster-83017.0	ENSGALG00000008783
Cluster-83018.0	ENSGALG00000017041
Cluster-83019.0	ENSGALG00000029115
Cluster-83020.0	ENSGALG00000001716
Cluster-83021.0	ENSGALG00000001318
Cluster-83022.0	ENSGALG00000016889
Cluster-83022.1	ENSGALG00000016889
Cluster-83023.0	ENSGALG00000008585
Cluster-83024.0	ENSGALG00000015821
Cluster-83025.0	ENSGALG00000014378
Cluster-83027.0	ENSGALG00000020793
Cluster-83028.0	ENSGALG00000016839
Cluster-83028.1	ENSGALG00000016839
Cluster-83030.0	ENSGALG00000002810
Cluster-83031.0	ENSGALG00000003672
Cluster-83032.0	ENSGALG00000012447
Cluster-83033.0	ENSGALG00000017064
Cluster-83034.0	ENSGALG00000013406
Cluster-83035.0	ENSGALG00000011138
Cluster-83036.0	ENSGALG00000028530
Cluster-83038.0	ENSGALG00000013685
Cluster-83039.0	ENSGALG00000026576
Cluster-83040.0	ENSGALG00000015058
Cluster-83041.0	ENSGALG00000007370
Cluster-83042.0	ENSGALG00000001424
Cluster-83043.0	ENSGALG00000006201
Cluster-83044.0	ENSGALG00000005955
Cluster-83045.0	ENSGALG00000023609
Cluster-83045.1	ENSGALG00000023609
Cluster-83046.0	ENSGALG00000011409
Cluster-83047.0	ENSGALG00000015433
Cluster-83047.2	ENSGALG00000005752
Cluster-83048.0	ENSGALG00000009082
Cluster-83049.0	ENSGALG00000008187
Cluster-83050.0	ENSGALG00000006026
Cluster-83051.0	ENSGALG00000016073
Cluster-83052.0	ENSGALG00000008631
Cluster-83053.0	ENSGALG00000001291
Cluster-83054.0	ENSGALG00000010426
Cluster-83057.0	ENSGALG00000010193
Cluster-83058.0	ENSGALG00000004387
Cluster-83059.0	ENSGALG00000013239
Cluster-83063.0	ENSGALG00000027891
Cluster-83064.0	ENSGALG00000010448
Cluster-83065.0	ENSGALG00000008382
Cluster-83066.0	ENSGALG00000002705
Cluster-83067.0	ENSGALG00000010079
Cluster-83069.0	ENSGALG00000026302
Cluster-83070.0	ENSGALG00000008325
Cluster-83071.0	ENSGALG00000005534
Cluster-83073.0	ENSGALG00000004548
Cluster-83074.0	ENSGALG00000014163
Cluster-83075.0	ENSGALG00000016704
Cluster-83076.0	ENSGALG00000006294
Cluster-83077.0	ENSGALG00000002761
Cluster-83078.0	ENSGALG00000000463
Cluster-83079.0	ENSGALG00000009478
Cluster-83080.1	ENSGALG00000003322
Cluster-83082.0	ENSGALG00000009621
Cluster-83083.0	ENSGALG00000014899
Cluster-83085.0	ENSGALG00000014094
Cluster-83086.0	ENSGALG00000007520
Cluster-83088.0	ENSGALG00000007900
Cluster-83089.0	ENSGALG00000003572
Cluster-83090.0	ENSGALG00000019317
Cluster-83091.0	ENSGALG00000011284
Cluster-83091.1	ENSGALG00000011284
Cluster-83091.2	ENSGALG00000011284
Cluster-83092.0	ENSGALG00000011286
Cluster-83092.1	ENSGALG00000011286
Cluster-83092.2	ENSGALG00000011286
Cluster-83093.0	ENSGALG00000016045
Cluster-83094.0	ENSGALG00000010967
Cluster-83096.0	ENSGALG00000003000
Cluster-83097.1	ENSGALG00000008270
Cluster-83098.0	ENSGALG00000012966
Cluster-83099.0	ENSGALG00000015955
Cluster-83099.1	ENSGALG00000026753
Cluster-83100.0	ENSGALG00000009202
Cluster-83101.0	ENSGALG00000021397
Cluster-83102.0	ENSGALG00000000401
Cluster-83103.0	ENSGALG00000003362
Cluster-83104.0	ENSGALG00000005189
Cluster-83105.0	ENSGALG00000013461
Cluster-83106.0	ENSGALG00000022293
Cluster-83108.0	ENSGALG00000001684
Cluster-83110.0	ENSGALG00000000734
Cluster-83113.0	ENSGALG00000005739
Cluster-83114.0	ENSGALG00000002127
Cluster-83115.0	ENSGALG00000007246
Cluster-83116.0	ENSGALG00000007778
Cluster-83118.0	ENSGALG00000006783
Cluster-83119.0	ENSGALG00000003324
Cluster-83121.0	ENSGALG00000005452
Cluster-83122.0	ENSGALG00000013635
Cluster-83123.0	ENSGALG00000000511
Cluster-83124.0	ENSGALG00000011705
Cluster-83125.0	ENSGALG00000007100
Cluster-83126.0	ENSGALG00000012979
Cluster-83128.0	ENSGALG00000010671
Cluster-83129.0	ENSGALG00000026505
Cluster-83130.0	ENSGALG00000012121
Cluster-83131.0	ENSGALG00000002487
Cluster-83132.0	ENSGALG00000012030
Cluster-83133.0	ENSGALG00000002342
Cluster-83135.0	ENSGALG00000008847
Cluster-83136.0	ENSGALG00000009104
Cluster-83138.0	ENSGALG00000008038
Cluster-83139.0	ENSGALG00000011465
Cluster-83140.0	ENSGALG00000010857
Cluster-83142.0	ENSGALG00000008086
Cluster-83143.0	ENSGALG00000003471
Cluster-83144.0	ENSGALG00000003882
Cluster-83145.0	ENSGALG00000016855
Cluster-83146.0	ENSGALG00000011131
Cluster-83147.0	ENSGALG00000006350
Cluster-83148.0	ENSGALG00000004794
Cluster-83151.0	ENSGALG00000016524
Cluster-83152.0	ENSGALG00000004773
Cluster-83153.0	ENSGALG00000016231
Cluster-83156.0	ENSGALG00000010072
Cluster-83157.0	ENSGALG00000015635
Cluster-83158.0	ENSGALG00000013710
Cluster-83159.0	ENSGALG00000023660
Cluster-83161.0	ENSGALG00000001187
Cluster-83161.1	ENSGALG00000001187
Cluster-83162.0	ENSGALG00000008132
Cluster-83163.0	ENSGALG00000015320
Cluster-83164.0	ENSGALG00000016369
Cluster-83167.0	ENSGALG00000008336
Cluster-83169.0	ENSGALG00000002900
Cluster-83171.0	ENSGALG00000000784
Cluster-83172.0	ENSGALG00000023516
Cluster-83173.0	ENSGALG00000014826
Cluster-83173.1	ENSGALG00000014826
Cluster-83174.0	ENSGALG00000026226
Cluster-83175.0	ENSGALG00000008838
Cluster-83176.0	ENSGALG00000027807
Cluster-83177.0	ENSGALG00000002747
Cluster-83178.0	ENSGALG00000012165
Cluster-83179.0	ENSGALG00000013041
Cluster-83180.0	ENSGALG00000028089
Cluster-83181.0	ENSGALG00000014140
Cluster-83182.0	ENSGALG00000025999
Cluster-83183.0	ENSGALG00000011207
Cluster-83184.0	ENSGALG00000015421
Cluster-83186.0	ENSGALG00000009429
Cluster-83187.0	ENSGALG00000006300
Cluster-83189.0	ENSGALG00000003776
Cluster-83190.0	ENSGALG00000000993
Cluster-83191.0	ENSGALG00000014388
Cluster-83192.0	ENSGALG00000019543
Cluster-83193.0	ENSGALG00000002085
Cluster-83194.0	ENSGALG00000003799
Cluster-83195.0	ENSGALG00000002448
Cluster-83196.0	ENSGALG00000015480
Cluster-83197.0	ENSGALG00000011051
Cluster-83199.0	ENSGALG00000012112
Cluster-83200.0	ENSGALG00000017104
Cluster-83201.0	ENSGALG00000008734
Cluster-83202.0	ENSGALG00000002873
Cluster-83203.0	ENSGALG00000008860
Cluster-83204.0	ENSGALG00000005753
Cluster-83205.0	ENSGALG00000014811
Cluster-83206.0	ENSGALG00000008229
Cluster-83207.0	ENSGALG00000012610
Cluster-83208.0	ENSGALG00000001411
Cluster-83208.1	ENSGALG00000000990
Cluster-83209.0	ENSGALG00000023279
Cluster-83210.0	ENSGALG00000001938
Cluster-83211.0	ENSGALG00000011233
Cluster-83212.0	ENSGALG00000000894
Cluster-83214.0	ENSGALG00000015629
Cluster-83215.0	ENSGALG00000015391
Cluster-83218.0	ENSGALG00000017003
Cluster-83219.0	ENSGALG00000025814
Cluster-83220.0	ENSGALG00000002971
Cluster-83221.0	ENSGALG00000009045
Cluster-83222.0	ENSGALG00000016980
Cluster-83223.0	ENSGALG00000003820
Cluster-83224.0	ENSGALG00000002837
Cluster-83225.0	ENSGALG00000023089
Cluster-83226.0	ENSGALG00000001295
Cluster-83227.0	ENSGALG00000010005
Cluster-83228.0	ENSGALG00000008515
Cluster-83230.0	ENSGALG00000010835
Cluster-83231.0	ENSGALG00000008473
Cluster-83232.0	ENSGALG00000001986
Cluster-83233.0	ENSGALG00000016603
Cluster-83235.0	ENSGALG00000010027
Cluster-83236.0	ENSGALG00000004766
Cluster-83237.0	ENSGALG00000003786
Cluster-83239.0	ENSGALG00000005478
Cluster-83241.0	ENSGALG00000008117
Cluster-83242.0	ENSGALG00000016775
Cluster-83243.0	ENSGALG00000005054
Cluster-83244.0	ENSGALG00000002398
Cluster-83245.0	ENSGALG00000012799
Cluster-83246.0	ENSGALG00000009433
Cluster-83247.0	ENSGALG00000008108
Cluster-83248.0	ENSGALG00000005914
Cluster-83249.0	ENSGALG00000017181
Cluster-83255.0	ENSGALG00000003770
Cluster-83256.0	ENSGALG00000028112
Cluster-83257.0	ENSGALG00000003177
Cluster-83258.0	ENSGALG00000002043
Cluster-83259.0	ENSGALG00000001634
Cluster-83260.0	ENSGALG00000000508
Cluster-83261.0	ENSGALG00000016548
Cluster-83262.0	ENSGALG00000008226
Cluster-83263.0	ENSGALG00000005716
Cluster-83264.0	ENSGALG00000014870
Cluster-83265.0	ENSGALG00000003570
Cluster-83266.0	ENSGALG00000014690
Cluster-83267.0	ENSGALG00000015215
Cluster-83268.0	ENSGALG00000008438
Cluster-83269.0	ENSGALG00000008172
Cluster-83270.0	ENSGALG00000016003
Cluster-83271.0	ENSGALG00000002041
Cluster-83272.0	ENSGALG00000001848
Cluster-83273.0	ENSGALG00000015053
Cluster-83274.0	ENSGALG00000000368
Cluster-83275.0	ENSGALG00000008689
Cluster-83276.0	ENSGALG00000013978
Cluster-83277.0	ENSGALG00000000428
Cluster-83278.0	ENSGALG00000005499
Cluster-83279.0	ENSGALG00000016093
Cluster-83281.0	ENSGALG00000011118
Cluster-83281.1	ENSGALG00000011118
Cluster-83282.0	ENSGALG00000016141
Cluster-83283.0	ENSGALG00000003288
Cluster-83284.0	ENSGALG00000000533
Cluster-83285.0	ENSGALG00000002930
Cluster-83286.0	ENSGALG00000002487
Cluster-83288.0	ENSGALG00000000253
Cluster-83289.0	ENSGALG00000008072
Cluster-83290.0	ENSGALG00000010902
Cluster-83293.0	ENSGALG00000008703
Cluster-83294.0	ENSGALG00000007685
Cluster-83295.0	ENSGALG00000012795
Cluster-83296.0	ENSGALG00000000978
Cluster-83297.0	ENSGALG00000011472
Cluster-83299.0	ENSGALG00000015368
Cluster-83300.0	ENSGALG00000003916
Cluster-83301.0	ENSGALG00000001547
Cluster-83302.0	ENSGALG00000011403
Cluster-83303.0	ENSGALG00000015152
Cluster-83304.0	ENSGALG00000011770
Cluster-83304.1	ENSGALG00000009332
Cluster-83304.2	ENSGALG00000009332
Cluster-83306.0	ENSGALG00000004219
Cluster-83307.0	ENSGALG00000015969
Cluster-83308.1	ENSGALG00000026881
Cluster-83309.0	ENSGALG00000003776
Cluster-83310.0	ENSGALG00000003109
Cluster-83311.0	ENSGALG00000016323
Cluster-83312.0	ENSGALG00000001107
Cluster-83314.0	ENSGALG00000004483
Cluster-83315.0	ENSGALG00000008454
Cluster-83316.0	ENSGALG00000008956
Cluster-83317.0	ENSGALG00000000453
Cluster-83318.0	ENSGALG00000027684
Cluster-83319.0	ENSGALG00000016382
Cluster-83320.2	ENSGALG00000003764
Cluster-83322.0	ENSGALG00000026180
Cluster-83323.0	ENSGALG00000027860
Cluster-83324.0	ENSGALG00000000814
Cluster-83325.0	ENSGALG00000002653
Cluster-83327.0	ENSGALG00000007340
Cluster-83328.0	ENSGALG00000003684
Cluster-83329.0	ENSGALG00000009229
Cluster-83330.0	ENSGALG00000026268
Cluster-83331.0	ENSGALG00000017447
Cluster-83332.0	ENSGALG00000001551
Cluster-83333.0	ENSGALG00000015082
Cluster-83334.0	ENSGALG00000001429
Cluster-83335.0	ENSGALG00000002375
Cluster-83336.0	ENSGALG00000003147
Cluster-83338.0	ENSGALG00000026858
Cluster-83339.0	ENSGALG00000008431
Cluster-83340.0	ENSGALG00000003084
Cluster-83341.0	ENSGALG00000008600
Cluster-83342.0	ENSGALG00000013579
Cluster-83342.2	ENSGALG00000013579
Cluster-83343.0	ENSGALG00000017299
Cluster-83345.0	ENSGALG00000010999
Cluster-83346.0	ENSGALG00000008293
Cluster-83347.0	ENSGALG00000012852
Cluster-83348.0	ENSGALG00000011498
Cluster-83350.0	ENSGALG00000026586
Cluster-83351.0	ENSGALG00000015442
Cluster-83352.0	ENSGALG00000026102
Cluster-83353.0	ENSGALG00000014636
Cluster-83354.0	ENSGALG00000008197
Cluster-83355.0	ENSGALG00000015285
Cluster-83356.0	ENSGALG00000009968
Cluster-83357.0	ENSGALG00000003429
Cluster-83358.0	ENSGALG00000005093
Cluster-83360.0	ENSGALG00000010287
Cluster-83361.0	ENSGALG00000021616
Cluster-83362.0	ENSGALG00000017073
Cluster-83363.0	ENSGALG00000003483
Cluster-83364.0	ENSGALG00000016457
Cluster-83365.0	ENSGALG00000007642
Cluster-83366.0	ENSGALG00000010463
Cluster-83367.0	ENSGALG00000015834
Cluster-83369.0	ENSGALG00000005823
Cluster-83370.0	ENSGALG00000004364
Cluster-83371.0	ENSGALG00000010780
Cluster-83372.0	ENSGALG00000005845
Cluster-83373.0	ENSGALG00000009598
Cluster-83374.0	ENSGALG00000013899
Cluster-83375.0	ENSGALG00000023740
Cluster-83376.0	ENSGALG00000011434
Cluster-83376.1	ENSGALG00000011434
Cluster-83379.0	ENSGALG00000013464
Cluster-83380.0	ENSGALG00000006790
Cluster-83381.0	ENSGALG00000003691
Cluster-83382.0	ENSGALG00000008609
Cluster-83383.0	ENSGALG00000001000
Cluster-83384.0	ENSGALG00000002029
Cluster-83385.0	ENSGALG00000011464
Cluster-83387.0	ENSGALG00000003035
Cluster-83388.0	ENSGALG00000007009
Cluster-83390.0	ENSGALG00000012402
Cluster-83391.0	ENSGALG00000005622
Cluster-83392.0	ENSGALG00000011298
Cluster-83394.0	ENSGALG00000009332
Cluster-83397.0	ENSGALG00000010614
Cluster-83398.0	ENSGALG00000008180
Cluster-83400.0	ENSGALG00000017388
Cluster-83401.0	ENSGALG00000001884
Cluster-83401.1	ENSGALG00000001884
Cluster-83402.0	ENSGALG00000008058
Cluster-83403.0	ENSGALG00000015664
Cluster-83404.0	ENSGALG00000009899
Cluster-83405.0	ENSGALG00000018595
Cluster-83406.0	ENSGALG00000002612
Cluster-83407.0	ENSGALG00000019598
Cluster-83408.0	ENSGALG00000006360
Cluster-83409.0	ENSGALG00000023440
Cluster-83412.0	ENSGALG00000004302
Cluster-83414.0	ENSGALG00000005924
Cluster-83415.0	ENSGALG00000006792
Cluster-83417.0	ENSGALG00000020779
Cluster-83418.0	ENSGALG00000013207
Cluster-83419.0	ENSGALG00000008606
Cluster-83420.0	ENSGALG00000014729
Cluster-83422.0	ENSGALG00000016281
Cluster-83422.1	ENSGALG00000016281
Cluster-83422.2	ENSGALG00000016281
Cluster-83423.0	ENSGALG00000027334
